X,Y,OBJECTID,FACILITY_STATUS,STATUS_NOTE,NAME,CAD_NAME,AKA,TYPE,UNIT,CDF_UNIT,COUNTY,OWNER,FUNDING,STAFFING,ADDRESS,CITY,ZIP,PHONE_NUM,LAT,LON
-13228454.6691,4192583.3667,275,Active,,KRN Station  48 FS,KRN KRN Station  48_FS,STA 48,FSCC,KRN,KRN,Kern,COUNTY,G,P,301 Campus Dr.,Arvin,93203,661-854-5517,35.21092949,-118.83321776
-13231978.918,4141281.2058,276,Active,,KRN Station  56 FS,KRN KRN Station  56_FS,STA 56,FSCC,KRN,KRN,Kern,COUNTY,G,P,1548 Golden State Hwy.,Lebec,93243,661-248-6426,34.83352304,-118.86487665
-13189808.7463,4246227.6246,277,Active,,KRN Station  72 FS,KRN KRN Station  72_FS,STA 72,FSCC,KRN,KRN,Kern,COUNTY,G,P,4500 Lake Isabella Blvd.,Lake Isabella,93240,760-379-2626,35.60369788,-118.48605555
-13183030.1115,4266912.338,278,Active,,KRN Station  76 FS,KRN KRN Station  76_FS,STA 76,FSCC,KRN,KRN,Kern,COUNTY,G,P,11018 Kernville Rd.,Kernville,93238,760-376-2219,35.75463362,-118.42516203
-13241170.9352,4162770.1327,279,Active,,KRN Station  55 FS,KRN KRN Station  55_FS,STA 55,FSCC,KRN,KRN,Kern,COUNTY,G,P,5441 Dennis Mc Carthy Dr.,Lebec,93243,661-858-2490,34.99181922,-118.94744992
-13323776.1581,4248181.6884,280,Active,,KRN Station  26 FS,KRN Station  26,STA 26,FSL,KRN,KRN,Kern,COUNTY,L,P,14607 Lost Hills Rd.,Lost Hills,93249,661-797-2308,35.61796891,-119.68950509
-13096796.327,4164304.5184,281,Active,,KRN Station  87 FS,KRN Station  87,STA 87,FSL,KRN,KRN,Kern,COUNTY,L,P,26965 Cote St.,Boron,93516,760-762-6167,35.00311037,-117.65051097
-13206312.2738,4175306.7008,282,Active,,KRN Station  18 FS,KRN Station  18,STA 18,FSL,KRN,KRN,Kern,COUNTY,L,P,28381 Braeburn Pl. #22,Stallion Springs,93561,661-822-3980,35.08402758,-118.63430928
-13291862.9686,4171595.0875,283,Active,,KRN Station  22 FS,KRN Station  22,STA 22,FSL,KRN,KRN,Kern,COUNTY,L,P,801 Stanislaus St.,Maricopa,93252,661-769-8239,35.05673899,-119.40282413
-13307392.3072,4188320.2402,284,Active,,KRN Station  23 FS,KRN Station  23,STA 23,FSL,KRN,KRN,Kern,COUNTY,L,P,100 Broadway,Fellows,93224,661-768-4341,35.17963408,-119.54232651
-13299092.7969,4218466.4335,285,Active,,KRN Station  25 FS,KRN Station  25,STA 25,FSL,KRN,KRN,Kern,COUNTY,L,P,100 Mirasol Av.,Buttonwillow,93206,661-764-5225,35.40067713,-119.46777074
-13286333.5981,4244969.2715,286,Active,,KRN Station  31 FS,KRN Station  31,STA 31,FSL,KRN,KRN,Kern,COUNTY,L,P,2424 7Th St.,Wasco,93280,661-758-6447,35.59450656,-119.3531529
-13277864.2152,4232597.594,287,Active,,KRN Station  32 FS,KRN Station  32,STA 32,FSL,KRN,KRN,Kern,COUNTY,L,P,325 Sunset Av.,Shafter,93263,661-746-3933,35.50408406,-119.27707116
-13273099.9103,4256929.6251,288,Active,,KRN Station  33 FS,KRN Station  33,STA 33,FSL,KRN,KRN,Kern,COUNTY,L,P,700 W. Perkins Av.,McFarland,93250,661-792-2131,35.68182575,-119.23427268
-13274258.4013,4269308.0962,289,Active,,KRN Station  34 FS,KRN Station  34,STA 34,FSL,KRN,KRN,Kern,COUNTY,L,P,1001 12Th Av.,Delano,93215,661-725-1000,35.77209699,-119.24467957
-13275962.8491,4268802.845,290,Active,,KRN Station  37 FS,KRN Station  37,STA 37,FSL,KRN,KRN,Kern,COUNTY,L,P,132 W. 11Th St.,Delano,93215,661-725-2222,35.7684144,-119.25999088
-13243324.9422,4213127.9458,291,Active,,KRN Station  41 FS,KRN Station  41,STA 41,FSL,KRN,KRN,Kern,COUNTY,L,P,2214 Virginia Av.,Bakersfield,93307,661-326-1626,35.36157732,-118.96679966
-13239421.1778,4215206.4238,292,Active,,KRN Station  42 FS,KRN Station  42,STA 42,FSL,KRN,KRN,Kern,COUNTY,L,P,2011 Fairfax Rd.,Bakersfield,93306,661-366-0842,35.37680261,-118.93173155
-13237229.0072,4201190.412,293,Active,,KRN Station  46 FS,KRN Station  46,STA 46,FSL,KRN,KRN,Kern,COUNTY,L,P,8225 Mckee Rd.,Lamont,93241,661-845-1212,35.27407674,-118.91203896
-13247710.1771,4200230.6961,294,Active,,KRN Station  47 FS,KRN Station  47,STA 47,FSL,KRN,KRN,Kern,COUNTY,L,P,312 Taft Hwy.,Bakersfield,93307,661-834-5144,35.26703804,-119.0061929
-13258956.2618,4200214.7933,295,Active,,KRN Station  53 FS,KRN Station  53,STA 53,FSL,KRN,KRN,Kern,COUNTY,L,P,9443 Taft Hwy.,Bakersfield,93311,661-831-3467,35.26692141,-119.10721818
-13255282.1554,4220852.3483,296,Active,,KRN Station  61 FS,KRN Station  61,STA 61,FSL,KRN,KRN,Kern,COUNTY,L,P,6400 Fruitvale Av,Bakersfield,93308,661-393-9322,35.41814572,-119.07421311
-13253243.7311,4222361.7559,297,Active,,KRN Station  62 FS,KRN Station  62,STA 62,FSL,KRN,KRN,Kern,COUNTY,L,P,1652 Sunnyside Ct.,Bakersfield,93308,661-393-9311,35.42919499,-119.05590164
-13249423.215,4222611.9023,298,Active,,KRN Station  63 FS,KRN Station  63,STA 63,FSL,KRN,KRN,Kern,COUNTY,L,P,101 Universe Av.,Bakersfield,93308,661-393-9118,35.43102598,-119.02158136
-13249255.3558,4219528.6709,299,Active,,KRN Station  64 FS,KRN Station  64,STA 64,FSL,KRN,KRN,Kern,COUNTY,L,P,101 E. Roberts Ln.,Bakersfield,93308,661-393-9263,35.4084548,-119.02007346
-13259723.1126,4217050.9618,300,Active,,KRN Station  65 FS,KRN Station  65,STA 65,FSL,KRN,KRN,Kern,COUNTY,L,P,9420 Rosedale Hwy.,Bakersfield,93312,661-587-7309,35.38365555,-119.10721899
-13253570.5676,4216639.5527,301,Active,,KRN Station  66 FS,KRN Station  66,STA 66,FSL,KRN,KRN,Kern,COUNTY,L,P,3000 Landco Dr.,Bakersfield,93308,661-322-7243,35.38729892,-119.05883766
-13264977.9611,4214108.3935,302,Active,,KRN Station  67 FS,KRN Station  67,STA 67,FSL,KRN,KRN,Kern,COUNTY,L,P,14341 Brimhall Rd,Bakersfield,93312,661-589-8977,35.36875968,-119.16131201
-13265904.449,4143571.3229,303,Active,,KRN Station  58 FS,KRN Station  58,STA 58,FSL,KRN,KRN,Kern,COUNTY,L,P,2420 Symonds Dr.,Pine Mountain Club,93222,661-242-3702,34.85040752,-119.16963483
-13242831.4861,4139882.4696,304,Active,,KRN Station  57 FS,KRN Station  57,STA 57,FSL,KRN,KRN,Kern,COUNTY,L,P,729 West End Dr.,Frazier Park,93225,661-245-3706,34.82320881,-118.96236692
-13175849.4463,4252163.1352,305,Active,,KRN Station  71 FS,KRN Station  71,STA 71,FSL,KRN,KRN,Kern,COUNTY,L,P,9000 Navajo Av,Weldon,93283,760-378-3055,35.64703832,-118.36065704
-13116153.791,4252905.4171,306,Active,,KRN Station  83 FS,KRN Station  83,STA 83,FSL,KRN,KRN,Kern,COUNTY,L,P,6919 Monache Moutain Av.,Inyokern,93527,760-377-4621,35.65245669,-117.82440194
-13098750.2425,4249599.0441,307,Active,,KRN Station  84 FS,KRN Station  84,STA 84,FSL,KRN,KRN,Kern,COUNTY,L,P,139 E. Las Flores,Ridgecrest,93555,760-375-8466,35.62831845,-117.66806323
-13096983.9415,4213973.6031,308,Active,,KRN Station  85 FS,KRN Station  85,STA 85,FSL,KRN,KRN,Kern,COUNTY,L,P,26804 Butte Av.,Randsburg,93554,760-374-2455,35.3677722,-117.6521963
-13100764.0823,4245792.3945,309,Active,,KRN Station  81 FS,KRN Station  81,STA 81,FSL,KRN,KRN,Kern,COUNTY,L,P,815 W. Dolphin Av.,Ridgecrest,93555,760-371-2181,35.6005189,-117.68615386
-13253725.8917,4219964.3717,310,Active,,KRN  HQ,KRN Station  HQ,HQ-KCFD,HQ,KRN,KRN,Kern,COUNTY,L,P,5642 Victor St.,Bakersfield,93308,661-391-7000,35.41110265,-119.06044217
-13131192.8486,4180766.6531,311,Active,,CAL Station  19 FS,CAL Station  191,STA 19,FSL,CAL,KRN,Kern,CITY,L,P,20890 Hacienda Blvd.,California City,93505,760-373-4841,35.12415379,-117.95950011
-13249404.2225,4215440.3386,312,Active,,BFD Station 1 FS,BAK Station  1,STA 1,FSL,BAK,KRN,Kern,CITY,L,P,2101 H St.,Bakersfield,93301,661-631-8421,35.37851591,-119.02141075
-13246165.4526,4215067.3833,313,Active,,BFD Station 2 FS,BAK Station  2,STA 2,FSL,BAK,KRN,Kern,CITY,L,P,716 E. 21St St.,Bakersfield,93305,661-631-8720,35.3757842,-118.99231639
-13251674.0823,4213127.9145,314,Active,,BFD Station 3 FS,BAK Station  3,STA 3,FSL,BAK,KRN,Kern,CITY,L,P,3400 Palm Av.,Bakersfield,93309,661-321-9283,35.36157709,-119.04180125
-13246955.6836,4217077.3542,315,Active,,BFD Station 4 FS,BAK Station  4,STA 4,FSL,BAK,KRN,Kern,CITY,L,P,130 Bernard St.,Bakersfield,93304,661-397-6305,35.39050512,-118.99941516
-13246917.2014,4207157.3347,316,Active,,BFD Station 5 FS,BAK Station  5,STA 5,FSL,BAK,KRN,Kern,CITY,L,P,700 W. Planz Rd.,Bakersfield,93304,661-397-6305,35.31782535,-118.99906947
-13247569.08,4212051.5134,317,Active,,BFD Station 6 FS,BAK Station  6,STA 6,FSL,BAK,KRN,Kern,CITY,L,P,127 Brundage Ln.,Bakersfield,93304,661-631-1845,35.3536911,-119.00492539
-13252299.9149,4209890.1766,318,Active,,BFD Station 7 FS,BAK Station  7,STA 7,FSL,BAK,KRN,Kern,CITY,L,P,4030 Soranno Dr.,Bakersfield,93309,661-398-0295,35.33785425,-119.0474232
-13243449.2723,4219023.7856,319,Active,,BFD Station 8 FS,BAK Station  8,STA 8,FSL,BAK,KRN,Kern,CITY,L,P,2213 University Av.,Bakersfield,93305,661-871-7387,35.40475812,-118.96791653
-13257150.9001,4208863.6681,320,Active,,BFD Station 9 FS,BAK Station  9,STA 9,FSL,BAK,KRN,Kern,CITY,L,P,7912 Westhold Dr.,Bakersfield,93309,661-398-1268,35.33033159,-119.09100034
-13255855.154,4212160.0107,321,Active,,BFD Station 11 FS,BAK Station  11,STA 11,FSL,BAK,KRN,Kern,CITY,L,P,7000 Stockdale Hwy.,Bakersfield,93311,661-398-1967,35.35448602,-119.07936045
-13232529.0614,4222539.4188,322,Active,,BFD Station 10 FS,BAK Station  10,STA 10,FSL,BAK,KRN,Kern,CITY,L,P,12100 Alfred Harrell Hwy.,Bakersfield,93306,661-871-1410,35.43049542,-118.86981862
-13253373.0618,4203537.2732,323,Active,,BFD Station 13 FS,BAK Station  13,STA 13,FSL,BAK,KRN,Kern,CITY,L,P,4900 Poppyseed St.,Bakersfield,93313,661-397-8159,35.29128641,-119.05706345
-13260293.6078,4205144.648,324,Active,,BFD Station 14 FS,BAK Station 14,STA 14,FSL,BAK,KRN,Kern,CITY,L,P,5709 Mountain Vista Dr,Bakersfield,93311,,35.30307127,-119.11923176
-13258929.1279,4210432.6922,325,Active,,Bakersfield PL,SFM,Pipeline Safety Division - Bakersfield,SFM,CDF,KRN,Kern,,,,"9201 Camino Media, Suite 240",Bakersfield,93311,661-665-0107,35.34183469,-119.10698687
-13188873.0497,4181798.3602,326,Active,,KRN Station  13 FS,,,FSL,KRN,KRN,Kern,COUNTY,L,P,21415 Reeves St,Golden Hills,93561,661-823-4881,35.13173878,-118.47766241
-13177822.0699,4179859.1721,327,Active,,KRN Camp 8,,,TC,KRN,KRN,Kern,COUNTY,L,P,220569 Eumatilla St,Tehachapi,93561,661-823-0147,35.11749089,-118.37838977
-13269978.2813,4141063.4102,328,Active,,Mount Abel,,,COM,KRN,KRN,Kern,,,,,,,,34.83192201,-119.2062431
-13243042.5891,4219927.4631,329,Active,,Kern County Office of Emergency Services,,,ECC,KRN,KRN,Kern,,,,2601 Panorama Dr,Bakersfield,93306,661-873-2602,35.41137952,-118.96427566
-13198759.5406,4194473.1691,330,Active,,Keene Helibase,KCFD Helibase,Keene Helibase,HB,KRN,KRN,Kern,COUNTY,,P,30356 Woodfotd-Tehachapi Rd,Keene,93531,661-822-6978,35.22480355,-118.56647427
-13253640.078,4220000.2164,331,Active,,Olive Drive Fire Training Facility,,,TC,KRN,KRN,Kern,COUNTY,L,,5642 Victor St,Bakersfield,93309,661-391-7120,35.41191217,-119.05947452
-13236358.285,4150710.2864,332,Active,,Grapevine,,,COM,KRN,KRN,Kern,,,,,,,,34.90302397,-118.90422954
-13156713.494,4161400.5822,333,Active,,Soledad,,,COM,KRN,KRN,Kern,,,,,,,,34.98174458,-118.1887682
-13153784.939,4170169.3495,334,Active,,Mojave,,,COM,KRN,KRN,Kern,,,,,,,,35.0462591,-118.16246055
-13176011.9793,4174629.3425,335,Active,,Oak Peak #1,,,COM,KRN,KRN,Kern,,,,,,,,35.07905311,-118.36212945
-13200300.5479,4186191.5067,336,Active,,El Rancho,,,COM,KRN,KRN,Kern,,,,,,,,35.16400751,-118.58031737
-13298975.2543,4185058.1076,337,Active,,Taft,,,COM,KRN,KRN,Kern,,,,,,,,35.15568364,-119.46672734
-13249001.5103,4214576.2961,338,Active,,Civic Control,,,COM,KRN,KRN,Kern,,,,,,,,35.37219205,-119.01780556
-13242942.3682,4219954.8114,339,Active,,Control 5,,,COM,KRN,KRN,Kern,,,,,,,,35.41157975,-118.96337536
-13215594.6072,4234205.1391,340,Active,,Mebane,,,COM,KRN,KRN,Kern,,,,,,,,35.51584405,-118.71770624
-13201038.3639,4225355.3304,341,Active,,Breckenridge,,,COM,KRN,KRN,Kern,,,,,,,,35.45110922,-118.58694529
-13220259.2908,4267635.1588,342,Active,,Blue Mountain,,,COM,KRN,KRN,Kern,,,,,,,,35.75990789,-118.75960981
-13198093.1356,4260386.3344,343,Active,,Shirley,,,COM,KRN,KRN,Kern,,,,,,,,35.70704942,-118.56048785
-13182524.4939,4257639.6942,344,Active,,Rocky Point,,,COM,KRN,KRN,Kern,,,,,,,,35.68701174,-118.42063236
-13151335.7531,4236999.8754,345,Active,,Brid Springs,,,COM,KRN,KRN,Kern,,,,,,,,35.53627622,-118.14045914
-13102364.9239,4228928.5828,346,Active,,El Paso,,,COM,KRN,KRN,Kern,,,,,,,,35.47725322,-117.70054669
-13099314.4569,4211786.0985,347,Active,,Government Peak,,,COM,KRN,KRN,Kern,,,,,,,,35.35175143,-117.67314388
-13224467.5928,4131230.9548,348,Active,,LAC 77 FS,077,77,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,46833 Peace Valley Rd,Gorman,93243,661-248-5284,34.7593841,-118.79740129
-13183667.0905,4119621.4757,349,Active,,LAC 78 FS,078,78,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,17021 Elizabeth Lake Road,Palmdale,93532,661-724-1311,34.67366006,-118.43088421
-13160143.7722,4116032.2717,350,Active,,LAC 84 FS,084,84,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,5030 W. Avenue L-14,Quartz Hill,93536,661-943-3211,34.6471395,-118.21957068
-13124223.4306,4096476.6861,351,Active,,LAC 79 FS,079,79,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,33957 Longview Road,Pearblossom,93553,661-944-1260,34.50249471,-117.89689283
-13204279.7572,4095674.8723,352,Active,,LAC 149 FS,149,149,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,31770 Ridge Route,Castaic,91384,661-257-3020,34.49655869,-118.61605093
-13151518.2811,4094497.85,353,Active,,LAC 80 FS,080,80,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,1533 W. Sierra Highway,Acton,93510,661-269-1919,34.48784406,-118.14208661
-13185928.6782,4084903.0722,354,Active,,LAC 107 FS,107,107,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,18239 W. Soledad Canyon,Canyon Country,91351,661-252-2414,34.41677093,-118.45120042
-13200479.3182,4080952.0597,355,Active,,LAC 124 FS,124,124,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,25870 Hemingway Av.,Stevenson Ranch,91381,661-254-4404,34.38748631,-118.58191102
-13195124.0998,4080951.8003,356,Active,,LAC 73 FS,073,73,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,24875 N. San Fernando Road,Newhall,91321,661-254-9661,34.38748438,-118.53380428
-13181794.9528,4080610.9549,357,Active,,LAC 123 FS,123,123,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,26321 N. Sand Canyon Road,Canyon Country,91351,661-252-1235,34.38495757,-118.41406654
-13156446.0331,4055353.9621,358,Active,,LAC 82 FS,082,82,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,352 W. Foothill Blvd.,La Canada Flintridge,91011,818-790-4686,34.19750687,-118.18635337
-13208318.9929,4049195.1393,359,Active,,LAC 68 FS,068,68,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,24130 Calabasas Road,Calabasas,91302,818-222-1107,34.15173437,-118.65233602
-13213376.7543,4049116.7963,360,Active,,LAC 125 FS,125,125,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,5215 N. Las Virgenes Road,Calabasas,91302,818-880-4411,34.15115197,-118.69777066
-13219578.8834,4046861.5852,361,Active,,LAC 65 FS,065,65,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,4206 N. Cornell Road,Agoura,91301,818-889-0610,34.13438486,-118.75348533
-13106549.8039,4045076.7224,362,Active,,LAC 102 FS,102,102,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,4370 N. Sumner Avenue,Claremont,91711,909-626-0971,34.12111229,-117.738128
-13233787.5139,4039096.3542,363,Active,,LAC 72 FS,072,72,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,1832 S. Decker Road,Malibu,90265,310-457-6186,34.07662625,-118.88112361
-13202498.7026,4040066.7367,364,Active,,LAC 69 FS,069,69,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,401 S. Topanga Canyon Blvd.,Topanga,90290,310-455-1766,34.0838462,-118.60005148
-13212965.1659,4039291.5472,365,Active,,LAC 67 FS,067,67,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,25801 Piuma Road,Calabasas,91302,818-222-1099,34.07807859,-118.69407331
-13116715.5448,4038823.1668,366,Active,,LAC 141 FS,141,141,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,1124 W. Puente Street,San Dimas,91773,909-599-7117,34.07459348,-117.82944839
-13234062.646,4034166.1445,367,Active,,LAC 99 FS,099,99,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,32550 Pacific Coast Highway,Malibu,90265,310-457-3706,34.03993437,-118.88359517
-13208015.6435,4033966.0672,368,Active,,LAC 70 FS,070,70,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,3970 Carbon Canyon Road,Malibu,90265,310-456-2513,34.03844499,-118.649611
-13173098.9464,3939559.1072,369,Active,,LAC 55 FS,055,55,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,Po Box 663,Avalon,90704,310-510-0424,33.33277825,-118.33594908
-13125730.0774,4046524.2959,370,Active,,FS 32,032,32,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,605 N. Angeleno Avenue,Azusa,91702,626-334-0011,34.13187684,-117.9104273
-13143880.8025,4046057.9894,371,Active,,FS 5,005,5,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,7225 N. Rosemead Blvd.,San Gabriel,91775,626-287-9472,34.12840942,-118.07347801
-13115682.0807,4046031.5233,372,Active,,FS 86,086,86,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,520 S. Amelia Avenue,Glendora,91741,626-963-5719,34.1282126,-117.82016463
-13119118.3174,4044071.4353,373,Active,,FS 85,085,85,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,650 E. Gladstone Street,Glendora,91740,626-963-1821,34.11363592,-117.85103286
-13142165.3632,4043379.5218,374,Active,,FS 47,047,47,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,5946 N. Kauffman Avenue,Temple City,91780,626-287-9521,34.10848974,-118.05806796
-13129164.7998,4043142.854,375,Active,,FS 48,048,48,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,15546 E. Arrow Hwy.,Irwindale,91706,626-337-8919,34.10672941,-117.94128193
-13113701.7673,4042975.7349,376,Active,,FS 64,064,64,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,164 S. Walnut,San Dimas,91773,909-599-6727,34.10548637,-117.80237517
-13104931.2627,4041728.8361,377,Active,,FS 101,101,101,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,606 W. Bonita Avenue,Claremont,91711,909-626-7351,34.09621128,-117.7235884
-13119847.6131,4041716.1437,378,Active,,FS 153,153,153,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,1577 E. Cypress Street,Covina,91723,626-974-8362,34.09611687,-117.85758424
-13107341.7762,4041686.1516,379,Active,,FS 186,186,186,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,280 E. Bonita Ave.,,91767,909-620-2206,34.09589376,-117.74524241
-13125222.5263,4041704.8587,380,Active,,FS 152,152,152,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,807 W. Cypress Street,Covina,91723,626-974-8361,34.09603293,-117.90586789
-13137021.5106,4041636.8007,381,Active,,FS 169,169,169,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,5112 N. Peck Rd.,El Monte,91732,626-459-4114,34.09552665,-118.01185996
-13131452.1382,4041162.0164,382,Active,,FS 29,029,29,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,14334 E. Los Angeles Street,Baldwin Park,91706,626-337-0525,34.09199466,-117.96182944
-13175381.9893,4041032.6249,383,Active,,FS 8,008,8,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,7643 W. Santa Monica Blvd.,West Hollywood,90046,323-654-5445,34.0910321,-118.35645794
-13123269.3968,4040836.4336,384,Active,,FS 154,154,154,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,401 N. Second Avenue,Covina,91723,626-974-8331,34.08957252,-117.88832264
-13178566.8822,4040488.3423,385,Active,,FS 7,007,7,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,846 N. San Vincente Blvd.,West Hollywood,90069,310-358-3430,34.08698288,-118.38506832
-13143113.2104,4039731.8124,386,Active,,FS 42,042,42,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,9319 E. Valley Blvd.,Rosemead,91770,626-286-2417,34.08135429,-118.06658262
-13138016.3832,4039411.6682,387,Active,,FS 167,167,167,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,11567 Bryant Road,El Monte,91731,626-459-4115,34.07897231,-118.02079705
-13140349.9742,4038895.6638,388,Active,,FS 166,166,166,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,3615 Santa Anita Ave.,El Monte,91731,626-527-6940,34.07513292,-118.04176005
-13108934.6326,4037894.6461,389,Active,,FS 182,182,182,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,1059 N. White Ave.,Pomona,91768,909-620-2202,34.06768423,-117.75955128
-13106351.3651,4037616.6388,390,Active,,FS 183,183,183,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,710 N. San Antonio Ave,Pomona,91767,909-620-2203,34.06561543,-117.7363454
-13137751.8989,4037477.9221,391,Active,,FS 168,168,168,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,3207 Cogswell Rd.,El Monte,91732,626-459-4113,34.06458317,-118.01842115
-13111746.2129,4037260.5733,392,Active,,FS 184,184,184,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,1980 W. Orange Grove Ave.,Pomona,91768,909-620-2204,34.06296569,-117.78480813
-13145738.2812,4036895.0312,393,Active,,FS 4,004,4,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,2644 N. San Gabriel Blvd.,Rosemead,91770,626-280-1833,34.06024536,-118.09016403
-13108311.223,4036091.392,394,Active,,FS 181,181,181,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,590 S. Park Ave.,Pomona,91766,909-620-2201,34.05426438,-117.7539511
-13141195.5913,4035800.7069,395,Active,,FS 90,090,90,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,10115 E. Rush Street,South El Monte,91733,626-448-0161,34.05210091,-118.04935636
-13154710.888,4035494.9151,396,Active,,FS 1,001,1,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,1108 N. Eastern Avenue,Los Angeles,90063,323-268-5884,34.04982494,-118.17076631
-13114358.0914,4035021.4267,397,Active,,FS 187,187,187,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,3325 Temple Ave,,91768,909-620-2207,34.04630067,-117.80827104
-13134955.5456,4034988.8636,398,Active,,FS 87,087,87,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,140 S. Second Avenue,Industry,91746,626-336-2411,34.04605831,-117.99330108
-13119312.8792,4034858.6064,399,Active,,FS 146,146,146,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,20604 E. Loyalton Drive,Walnut,91768,909-595-7711,34.04508875,-117.85278064
-13106532.2575,4033842.6371,400,Active,,FS 185,185,185,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,925 Lexington Ave.,Pomona,91766,909-620-2205,34.03752612,-117.73797039
-13130281.7715,4033673.3062,401,Active,,FS 26,026,026,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,15336 E. Elliott Avenue,La Puente,91744,626-968-1720,34.03626561,-117.95131586
-13167780.613,4130556.0897,402,Active,,FS 112,112,112,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,8812 W. Avenue E-8,Lancaster,93535,661-948-2401,34.75440332,-118.28817357
-13144324.0352,4123006.3336,403,Active,,FS 117,117,117,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,44851 30Th Street East,Lancaster,93535,661-946-0471,34.6986629,-118.07745959
-13151439.412,4123104.3065,404,Active,,FS 33,033,33,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,44947 Date Avenue,Lancaster,93534,661-948-1180,34.69938648,-118.14137809
-13158086.6831,4122214.4158,405,Active,,FS 130,130,130,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,44558 40Th Street West,Lancaster,93536,661-945-5788,34.69281394,-118.20109154
-13146297.4912,4119271.6202,406,Active,,FS 135,135,135,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,1846 East Avenue K-4,Lancaster,93535,661-726-0732,34.67107534,-118.09518745
-13155185.8466,4118896.0679,407,Active,,FS 134,134,134,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,43225 North 25Th Street West,Lancaster,93534,661-723-8546,34.6683007,-118.17503289
-13151372.607,4116158.0321,408,Active,,FS 129,129,129,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,42110 6Th Street West,Lancaster,93534,661-940-7700,34.64806888,-118.14077798
-13181348.2276,4112069.1258,409,Active,,FS 157,157,157,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,15921 Spunky Canyon Road,Green Valley,91350,661-724-3331,34.61784606,-118.41005352
-13167413.5079,4111997.8999,410,Active,,FS 140,140,140,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,8723 Elizabeth Lake Road,Leona Valley,93551,661-270-1585,34.61731949,-118.28487582
-13157379.9276,4111840.1505,411,Active,,FS 136,136,136,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,3650 Bolz Ranch Road,Palmdale,93551,661-267-7893,34.61615327,-118.19474265
